Test Package,Test Cases,"compare to base version
/home/user/cts/r13/android-cts/repository/results/2016.12.23_19.57.51/testResult.xml",CTS Error(/home/user/cts/r13/android-cts/repository/results/2016.12.23_19.57.51/testResult.xml)
android.uirendering.cts.testclasses.InfrastructureTests,testRenderSpecIsolation,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.InfrastructureTests,testScreenshot,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.InfrastructureTests,testViewInitializer,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.LayerTests,testLayerPaintAlpha,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.LayerTests,testLayerPaintBlend,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.LayerTests,testLayerPaintColorFilter,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.LayoutTests,testSimpleRectLayout,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.LayoutTests,testSimpleRedLayout,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PathClippingTests,testCircleWithCircle,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PathClippingTests,testCircleWithPoints,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PathClippingTests,testTextClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PathClippingTests,testViewRotate,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PathClippingTests,testWebViewClipWithCircle,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PictureTest,testPictureRespectsClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.PictureTest,testPictureRespectsTranslate,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ShaderTests,testComplexShaderUsage,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ShaderTests,testSinglePixelBitmapShader,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ShaderTests,testSinglePixelComposeShader,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ShadowTests,testShadowLayout,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.SweepTests,testBasicDraws,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.SweepTests,testBasicShaders,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.SweepTests,testColorFilterUsingGradient,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.SweepTests,testColorFiltersAlphas,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.SweepTests,testXfermodes,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ViewClippingTests,testSimpleBoundsClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ViewClippingTests,testSimpleClipBoundsClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ViewClippingTests,testSimpleOutlineClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ViewClippingTests,testSimplePaddingClip,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.uirendering.cts.testclasses.ViewClippingTests,testSimpleUnclipped,same issue of base version,"java.lang.NullPointerException: Attempt to invoke virtual method 'int android.graphics.Bitmap.getWidth()' on a null object reference
at android.graphics.Bitmap.createBitmap(Bitmap.java:691)"
android.util.cts.EventLogTest,testReadEvents,same issue of base version,"junit.framework.AssertionFailedError: expected:<3> but was:<0>
at junit.framework.Assert.fail(Assert.java:50)"
android.util.cts.EventLogTest,testWriteEvent,same issue of base version,"junit.framework.AssertionFailedError: expected:<5> but was:<0>
at junit.framework.Assert.fail(Assert.java:50)"
android.view.inputmethod.cts.BaseInputConnectionTest,testSendKeyEvent,same issue of base version,"junit.framework.AssertionFailedError: unexpected timeout
at junit.framework.Assert.fail(Assert.java:50)"
android.widget.cts.AutoCompleteTextViewTest,testOnFilterComplete,same issue of base version,"junit.framework.AssertionFailedError: unexpected timeout
at junit.framework.Assert.fail(Assert.java:50)"
com.android.cts.appsecurity.AppSecurityTests,testAppFailAccessPrivateData,same issue of base version,"java.lang.AssertionError: on-device tests failed:
com.android.cts.appaccessdata.AccessPrivateDataTest#testAccessPrivateData:"
com.android.cts.filesystemperf.AlmostFullTest,testRandomUpdate,same issue of base version,"java.io.IOException: write failed: ENOSPC (No space left on device)
at libcore.io.IoBridge.write(IoBridge.java:498)"
com.android.cts.filesystemperf.RandomRWTest,testRandomUpdate,same issue of base version,"java.io.IOException: write failed: ENOSPC (No space left on device)
at libcore.io.IoBridge.write(IoBridge.java:498)"
com.android.cts.opengl.primitive.GLPrimitiveBenchmark,testPixelOutputOnscreen,same issue of base version,"Test failed to run to completion. Reason: 'Test run failed to complete. Expected 9 tests, received 5'. Check device logcat for details"
com.android.cts.tvproviderperf.TvProviderPerfTest,testPrograms,same issue of base version,Test failed to run to completion. Reason: 'Instrumentation run failed due to 'java.lang.IllegalStateException''. Check device logcat for details
com.android.cts.videoperf.VideoEncoderDecoderTest,testAvc0176x0144,same issue of base version,"junit.framework.AssertionFailedError: rms error is bigger than the limit 93.74199389969179 vs 20.0
at junit.framework.Assert.fail(Assert.java:50)"
com.android.cts.videoperf.VideoEncoderDecoderTest,testAvc0352x0288,same issue of base version,"junit.framework.AssertionFailedError: rms error is bigger than the limit 99.49223379382072 vs 20.0
at junit.framework.Assert.fail(Assert.java:50)"
com.android.cts.videoperf.VideoEncoderDecoderTest,testAvc0720x0480,same issue of base version,"junit.framework.AssertionFailedError: rms error is bigger than the limit 90.40019155584424 vs 20.0
at junit.framework.Assert.fail(Assert.java:50)"
dEQP-GLES31.functional.blend_equation_advanced.srgb,hsl_saturation,same issue of base version,"=== with config {glformat=rgba8888d24s8ms0,rotation=unspecified,surfacetype=window} ===
Terminated: Timeout"
dEQP-GLES31.functional.copy_image.mixed.viewclass_128_bits_mixed.rgba_astc_6x6_khr_rgba32i,texture3d_to_texture3d,same issue of base version,"=== with config {glformat=rgba8888d24s8ms0,rotation=unspecified,surfacetype=window} ===
Terminated: Timeout"
dEQP-GLES31.functional.copy_image.mixed.viewclass_128_bits_mixed.srgb8_alpha8_astc_8x8_khr_rgba32ui,cubemap_to_texture2d,same issue of base version,"=== with config {glformat=rgba8888d24s8ms0,rotation=unspecified,surfacetype=window} ===
Terminated: Timeout"
libcore.javax.crypto.CipherTest,testCipher_Success,same issue of base version,java.lang.Exception: Errors encountered:
libcore.xml.ExpatSaxParserTest,testBug28698301_1,same issue of base version,Test failed to run to completion. Reason: 'Instrumentation run failed due to 'Native crash''. Check device logcat for details
libcore.xml.ExpatSaxParserTest,testBug28698301_3,same issue of base version,Test failed to run to completion. Reason: 'Instrumentation run failed due to 'Native crash''. Check device logcat for details
